eps,debt,roa,quick
3.51,12.16,11.15,288.06
3.51,16.49,8.27,399.05
3.52,67.25,3.94,25.55
3.52,33.91,7.15,69.23
3.52,30.62,2.39,375.74
3.54,44.92,6.39,124.46
3.54,39.69,13.04,141.65
3.54,31.26,7.6,286.92
3.55,46.11,7.33,116.94
3.55,38.2,6.39,126.53
3.55,31.32,9.73,229.74
3.55,18.88,9.42,255.02
3.56,53.87,3.96,101.41
3.57,61.26,8.9,100.07
3.57,43.39,7.85,187.25
3.57,28.85,8.17,216.79
3.58,47.38,6.45,124.47
3.59,14.41,10.91,152.8
3.6,23.06,15.65,397.38
3.61,69.22,4.54,82.88
3.61,63.71,2.52,93.41
3.61,38.13,8.32,124.25
3.61,44.64,8.79,146.06
3.61,47.28,4.31,261.47
3.62,36.15,10.86,158.1
3.62,41.8,4.87,176.87
3.63,47.06,7.19,108.83
3.64,54.54,15.4,113.45
3.65,23.12,9.75,268.23
3.66,18.31,14.39,123.38
3.66,37.38,12.04,239.69
3.66,6.34,4.88,"1,398.21"
3.67,55.59,5.6,101.88
3.67,10.14,11.37,900.83
3.68,50.01,5.99,230.77
3.69,59.23,6.36,51.75
3.69,65.9,5.24,100.17
3.69,33.45,5.67,155.7
3.72,48.18,6.5,111.72
3.73,41.31,7.05,43.47
3.73,34.37,10.49,125.41
3.73,40.79,7.99,144.02
3.74,51.04,10.07,92.31
3.75,60.02,4.5,108.26
3.75,10.43,17.99,"1,024.21"
3.76,65.03,5.68,120.56
3.77,61.39,5.19,65.85
3.77,51.78,10.13,142.02
3.78,59.34,5.75,72.82
3.78,43.37,6.08,87.26
3.8,47.23,7.1,195.42
3.81,73.2,6.13,27.68
3.81,78.13,2.8,106.27
3.81,28.21,4.35,210.01
3.87,44.91,5.57,61.65
3.87,38.38,10.96,210.21
3.87,21.56,2.87,400.94
3.88,17.42,16.99,445.84
3.9,29.68,12.49,156.25
3.91,74.84,4.81,18.78
3.91,44.97,6.62,70.7
3.91,64.51,7.74,85.49
3.91,17.47,14.84,424.41
3.93,55.57,8.22,100.4
3.93,29.8,7.04,133.4
3.95,48.21,9.52,142.45
3.97,85.98,2.11,98.38
3.98,34.97,4.78,172.79
4,66.09,5.86,103.1
4,32.67,8.24,205.29
4,32.86,5.09,224.21
4,27.47,6.43,265.92
4.01,64.56,7.2,94.4
4.02,50.13,10.36,119.24
4.02,44.04,6.75,147.33
4.02,29.53,8.62,166.4
4.03,66.32,9.84,52.03
4.03,35.61,9.4,113.29
4.03,48.15,2.75,133.43
4.04,49.16,5.17,126.55
4.04,33.69,11.32,148.11
4.06,49.23,4.73,78.97
4.06,36.81,10.96,258.04
4.07,61.73,7.24,101.47
4.07,54.45,2.72,145.36
4.08,71.54,4.29,72.06
4.08,18.92,9.41,87.04
4.08,41.4,6.06,90.15
4.08,54.44,8.81,109.64
4.08,36.19,5.93,147.12
4.09,40.05,4.53,119.85
4.09,14.29,6.78,138.36
4.09,16.75,6.31,356.85
4.09,11.39,12.93,790.55
4.1,59.39,13.22,59.19
4.1,50.91,1.49,125.75
4.12,35.2,6.17,129.55
4.13,20.53,9.87,197.37
4.13,19.38,14.83,212.72
4.14,23.82,14.05,282.88
4.16,62.43,6.6,50.57
4.16,44.25,14.09,141.74
4.17,52.19,10.55,77.68
4.17,43.83,6.08,135.68
4.17,29.05,7.34,211.14
4.18,64.87,3.93,77.98
4.18,51.62,2.98,133.29
4.18,33.15,9.69,253.52
4.18,17.25,12.41,332.85
4.19,35.67,8.73,162.16
4.2,23.72,6.04,77.92
4.2,43.61,3.17,111.71
4.2,58.58,3.22,138.71
4.21,36.61,10.2,211.5
4.22,22.41,6.9,440.81
4.24,72.87,6.4,79.31
4.24,68.73,4.51,85.91
4.24,19.32,10.86,170.91
4.24,14.24,11.85,268.93
4.24,21.61,14.82,376.79
4.25,54.58,5.67,106.52
4.26,54.89,5.45,69.9
4.26,23.94,6.36,242.17
4.27,46.6,5.18,79.87
4.27,76.56,11.22,88.26
4.28,77.59,2.91,116.24
4.29,26.28,15.52,280.76
4.29,20.74,4.98,406.73
4.3,27.83,3.72,194.74
4.31,52.6,6.9,142.02
4.31,39.55,8.33,167.53
4.32,41.24,22.64,225.99
4.32,19.46,4.99,279.42
4.33,61.56,6.55,36.78
4.34,33.26,8.46,184.69
4.37,65.23,2.61,108.35
4.37,28.02,10.88,233.41
4.37,20.05,13.35,436.53
4.38,48.75,3.03,38.01
4.38,27.59,16.82,232.08
4.39,32.4,7.97,182.58
4.39,28.53,9.94,335.24
4.4,51.63,8.81,122.98
4.4,33.91,5.74,157.53
4.41,42.93,5.54,67.62
4.41,35.16,7.31,129.72
4.42,59.45,5.41,54.58
4.42,46.89,6.34,210.66
4.46,61.47,4.3,69.64
4.47,37.86,3.3,116.66
4.47,40.49,7.36,182.95
4.48,37.97,8.46,95.36
4.49,31.45,14.13,61.12
4.49,34.12,18.31,219.62
4.5,46.51,7.55,80.01
4.5,43.99,6.39,83.53
4.5,48.11,7.97,138.16
4.5,46.28,9.11,146.52
4.5,55.38,7.63,219.2
4.51,38.32,10.8,61.84
4.51,74.7,3.4,100
4.51,29.97,9.67,101.04
4.51,59.07,2.99,140.17
4.51,22.77,10.17,290.99
4.52,91.29,3.34,45.71
4.52,55.24,7.87,80.12
4.53,19.88,8.32,398.81
4.54,68.58,4.35,33.59
4.54,34.11,11.56,157.63
4.54,9.62,10.64,212.4
4.54,21,10.61,242.61
4.56,49.6,18.92,55.72
4.56,36.87,12.24,183.11
4.56,38.41,8.65,194.95
4.59,73.08,3.2,80.42
4.6,63.26,3.23,41.49
4.6,78.03,6.06,118.83
4.61,28.96,16.46,104.64
4.61,37.93,6.27,108.49
4.63,77.11,2.15,94.86
4.63,25.55,10.77,257.39
4.63,13.55,9.68,419.94
4.66,28.06,11.73,164.43
4.66,49.43,8.63,295.97
4.67,57.84,7.53,82.72
4.67,27.27,11.85,155.81
4.7,64.32,4.92,93.98
4.71,58.92,10.17,10.95
4.71,46.11,10.24,118.72
4.71,43.73,7.38,135.23
4.71,15.2,14.88,410.46
4.73,32.23,7.86,135.86
4.76,52.71,3.86,23.44
4.76,24.63,7.38,89.33
4.76,42.92,10.53,116.5
4.76,30.94,13.52,118.55
4.78,45.85,9.78,257.98
4.79,36.87,4.4,127.38
4.79,34.53,13.49,262.44
4.8,45.56,14.64,69.06
4.8,85.46,2.07,115.05
4.8,39.64,7.19,137.71
4.81,50.92,7.06,53.01
4.81,52.89,7.43,61.28
4.82,50.42,9.56,164.27
4.85,49.67,5.6,112.51
4.85,26.7,6.6,288.69
4.86,51.46,5.48,170.02
4.86,32.89,13.6,292.57
4.89,20.1,11.8,443.44
4.9,36.67,12.33,122.08
4.93,35.7,12.43,178.94
4.94,34.26,6.74,182.52
4.95,46.07,12.89,238.48
4.95,43.68,7.86,258.35
5,43.24,18.27,179.18
5,34.85,11.86,314.6
5.01,42.79,6.74,205.32
5.02,24.54,8.51,285.54
5.03,26.96,9.4,241.44
5.04,50.53,10.59,93.78
5.04,31.38,13.09,215.56
5.06,64.66,5.85,75.24
5.06,44.14,9.57,107.99
5.07,41.93,11.03,119.52
5.07,19.11,9.05,139.68
5.07,43.25,8.55,141.88
5.07,20.47,14.15,336.14
5.08,73.61,5.73,12.26
5.1,26.06,9.33,128.44
5.1,53.01,12.05,129.09
5.1,53.61,8.77,167.47
5.1,32.47,11.48,228.17
5.12,50.08,9.51,68.72
5.12,41.59,4.57,174.87
5.13,20.88,7.79,63.06
5.13,68.6,5.69,65.83
5.13,33.25,4.21,191.4
5.13,15.32,6.81,316.62
5.15,57.45,9,92.8
5.15,56.54,4.09,104.25
5.16,42.78,10.41,152.75
5.17,59.1,8.26,68.5
5.18,25.34,6.12,198.88
5.2,34.93,14.17,196.3
5.21,65.16,3.83,56.6
5.21,50.18,7.39,115.77
5.22,36.42,7.15,163.73
5.23,48.45,4.07,185.91
5.25,54,11.24,74.21
5.25,42.28,6.51,155.07
5.33,26.38,9.13,319.43
5.41,49.23,8.25,109
5.41,11.09,18.53,208.33
5.41,9.25,37.3,"1,290.04"
5.42,13.1,14.05,596.06
5.43,66.55,7.31,75.85
5.45,60.06,7.32,49.73
5.46,69.58,6.35,76.78
5.46,43.53,5.16,189.28
5.48,37.46,7.71,86.77
5.48,41.31,10.03,120.79
5.48,24.04,8.68,211.5
5.5,58.98,5,103.33
5.5,27.39,3.44,209.23
5.5,16.82,5.61,363.28
5.51,39.44,9.67,147.08
5.52,51.45,10.65,167.91
5.53,36.92,8.07,172.29
5.55,57.41,4.7,141.39
5.57,48.53,8.83,70.37
5.57,18.67,12.55,319.57
5.57,13.31,15.88,456.76
5.58,26.31,5.92,179.68
5.59,60.45,5.25,95.37
5.59,39.71,6.18,188.47
5.6,28.86,7.15,167.47
5.61,19.36,4.17,223.02
5.63,20.11,8.87,187.33
5.63,26.52,12.26,311.61
5.64,22.35,9.47,401.48
5.65,43.59,7.56,129.74
5.66,43.47,4.85,56.11
5.66,34.86,14.6,162.13
5.66,61.16,6.66,175.33
5.72,59.8,4.14,96.6
5.72,40.17,9.76,177.57
5.75,31.73,3.84,139.79
5.77,54.11,6.18,65.42
5.77,38.31,8.32,132.52
5.77,47.29,5.77,134.15
5.78,55.65,2.79,95.1
5.79,46.6,8.56,153.42
5.8,24.8,11.38,231.51
5.8,45.58,10.74,238.52
5.82,38.12,6.99,288.28
5.85,51.37,10.11,85.14
5.88,25.41,8.19,159.94
5.88,15.54,17.01,538.36
5.89,36.66,5.27,200.85
5.9,60.22,3,93.97
5.91,34.38,9,92.5
5.91,54.79,8.3,102.89
5.91,32.11,18.77,195.92
5.94,46.2,15.91,122.29
5.94,32.87,12.98,155.78
5.94,46.42,20.18,219.24
5.94,16.67,12.99,499.23
5.96,60.34,10.82,120.98
5.98,35.68,17.88,231.4
5.98,26.95,6.45,244.17
6,68.89,6.37,92.75
6,39.34,11.17,157.4
6.01,38.28,8.12,185.98
6.02,51.72,4.82,122.35
6.02,18.82,12.73,586.42
6.03,44.91,6.95,107.56
6.03,39.79,14.43,165.5
6.08,69.61,23.09,84.29
6.08,32.22,13.92,142.7
6.08,31,7.7,211.47
6.14,56.21,9.42,89.4
6.15,56.56,19.66,84.35
6.16,58.66,3.78,103.61
6.16,21.37,10.9,401.28
6.17,52.08,3.82,103.71
6.17,33.43,8.06,149.26
6.17,43.16,9.86,150.02
6.17,37.73,20.57,231.29
6.17,16.49,6.86,273.68
6.18,27.84,12.27,178.1
6.21,34.48,4.83,249.55
6.21,20.1,10.73,542.57
6.24,84.02,5.12,2.94
6.26,73.75,4.58,7.95
6.26,46.78,7.81,104.12
6.26,29.49,4.83,110.04
6.26,42.73,9.22,152.28
6.28,80.47,4.58,61.91
6.28,54.62,16.71,135.11
6.29,49.55,7.44,133.7
6.29,30.52,13.07,246.59
6.31,39.92,11.19,57.45
6.31,57.11,15.54,142.05
6.32,55.89,3.98,8.24
6.33,50.64,10.26,131.9
6.34,54.86,12.16,82.66
6.36,54.98,7.15,130.11
6.37,44.62,9.44,163.17
6.38,20.24,9.26,365.1
6.39,87.12,2.1,112.67
6.39,26.56,15.93,228.19
6.41,87.19,1.34,102.54
6.42,55.98,6.91,102.71
6.45,77.57,4.82,45.57
6.45,44.01,12.37,141.67
6.45,32.85,4.33,156.82
6.46,45.92,5.24,89.67
6.47,17.9,4.91,372.98
6.48,44.73,8.56,28.12
6.5,168.07,5.09,47.23
6.5,46.55,4.96,129.34
6.52,46.38,10.88,81.3
6.53,30.96,10.29,284.04
6.55,53.42,13.08,106.13
6.55,44.67,3.44,120.95
6.59,46.95,5.86,130.32
6.62,20.99,13.95,220.59
6.65,39.4,8.99,184.47
6.66,31.18,23.29,146.17
6.67,54.19,4.86,61.57
6.68,48.4,20.78,127.58
6.71,37.23,10.91,100.15
6.71,7.82,51.16,"1,198.28"
6.73,50.08,10.6,96.12
6.73,44.65,10.68,153.07
6.78,28.88,8.21,259.83
6.79,36.04,12.8,72.63
6.79,40.18,14.56,183.33
6.83,57,22.28,105.99
6.84,49.25,17.26,129.8
6.85,33.45,14.6,136.77
6.88,46.61,7.37,123.38
6.95,37.09,26.87,175.73
6.95,4.93,13.48,"1,196.31"
6.96,58.48,9.29,137.82
6.96,48.86,16.93,152.18
7,32.37,9.8,216.22
7.02,44.35,4.26,169.46
7.04,64.2,6.17,122.53
7.05,47.07,7,205.32
7.08,41.52,12.33,145.01
7.09,51.71,6.8,91.93
7.1,36.64,5.04,211.46
7.11,41.59,13.82,140.15
7.11,33.76,12.16,186.41
7.17,53.68,9.97,96.47
7.17,37.9,21.46,227.59
7.19,38.71,11.33,163.64
7.19,15.47,16.63,397.74
7.22,88.58,2.19,27.92
7.24,33.13,10.81,262.96
7.24,11.22,26.64,619.98
7.25,49.15,10.55,178.17
7.27,59.92,1.8,30.73
7.36,50.96,12.3,74.48
7.36,44.38,34.87,222.61
7.36,14.35,14.9,672.04
7.38,57.71,10.66,102.8
7.39,52.28,5.01,83.88
7.43,26.33,10.64,262.17
7.46,53.82,6.73,118.88
7.52,30.99,16.99,189.74
7.53,32.12,16.14,174.84
7.53,34.18,15.39,194.75
7.53,38.52,8.23,280.21
7.54,38.21,6.69,127.71
7.57,37.75,10.61,184.78
7.58,28.13,15.08,327.5
7.61,69.23,6.47,72.18
7.65,25.76,12.66,197.95
7.66,56.88,21.01,111.12
7.68,34.9,9.46,120.33
7.68,36.14,9.09,221.2
7.69,40.43,9.52,144.94
7.7,62.65,6.6,40.8
7.72,13.23,41.02,517.74
7.73,29.95,6.23,202.82
7.77,47.82,4.87,192.84
7.78,34.53,9.24,84.77
7.8,44.29,20.91,146.24
7.81,48.13,6.97,123.68
7.81,30.59,14.13,196.97
7.82,34.18,10.94,212.61
7.83,29.49,10.48,210.34
7.85,26.8,9.98,109.01
7.86,18.38,10.45,481.6
7.87,61.63,21.31,117.03
7.87,33.78,5.78,119.12
7.88,55.42,5.42,163.73
7.9,46.51,16.5,83.02
7.9,21.78,19.19,438.62
7.95,59.55,10.92,60.46
8.01,35.38,7.56,153.91
8.02,52.62,8.73,119.52
8.03,53.34,7.19,125.71
8.03,20.28,14.01,495.68
8.04,18.13,13.5,318.6
8.08,44.45,10.08,159.08
8.09,57.51,4.12,104
8.1,78.92,4.23,37.07
8.11,19.31,16.35,266.07
8.12,24.89,24.11,405.74
8.17,40.65,7.36,132.4
8.2,61.81,9.05,92.08
8.21,10.15,8.47,980.19
8.23,43.91,13.67,135.69
8.24,13.78,17.39,394.83
8.27,53.97,11.07,92.24
8.33,47.83,10.39,103.63
8.35,44.2,8.97,110.51
8.36,55.29,8.32,98.26
8.36,61.01,12.89,102.34
8.37,45.38,13.34,69.82
8.38,37.45,12.53,152.25
8.42,38.78,13.65,141.29
8.42,15.69,9.57,340.74
8.49,32.7,10.72,276.44
8.57,59.2,4.35,135.93
8.6,56.51,6.14,96.82
8.61,75.34,8.25,86.35
8.62,46.63,21.06,157.64
8.65,45.27,14.01,143.06
8.65,22.75,19.96,361.36
8.66,48.64,7.93,76.12
8.68,57.07,3.9,78.42
8.69,48.18,4.95,133.09
8.74,36.27,19.49,132.98
8.77,52.59,11.97,86.93
8.77,35.98,10.66,104.64
8.8,22.59,15.99,147.48
8.81,30.07,13.64,212.43
8.86,30.65,9.8,211.69
8.89,48.56,8.22,132.77
8.92,48.26,8.09,91.41
8.92,44.57,8.3,117.78
8.93,9.52,11.94,871.32
8.96,59.3,6.86,113.8
8.97,6.29,3.22,"1,861.15"
8.98,55.95,8.39,98.01
9,31.99,7.64,220.65
9.01,55.17,3.33,119.54
9.02,47.19,16.34,129.54
9.02,45.51,8.7,133.33
9.03,60.12,8.45,116.95
9.08,25.01,12.7,224.09
9.11,68.64,8.29,48.99
9.11,31.88,12.05,250.83
9.12,55.54,7.02,79.58
9.16,19.55,14.93,110.75
9.17,72.33,5.01,78.02
9.24,47.27,7.28,125.58
9.35,51.42,10.93,151.67
9.43,16.49,22.31,490.43
9.45,32.75,11.87,120.43
9.46,48.86,15.98,145.32
9.52,30.52,9.02,227.56
9.66,65.6,18.02,97.69
9.69,73.88,6.71,8.01
9.75,47.26,12.01,142.82
9.8,50.42,13.64,124.51
9.81,25.03,13.85,144.91
9.86,21.77,26.88,285.6
9.87,59.78,18.7,50.42
9.87,33.82,21.84,258.85
10.07,48.38,9.54,157.06
10.14,56.23,8.55,65.3
10.14,31.38,8.92,129.1
10.18,48.54,8.02,192.16
10.21,81.41,5.21,61.65
10.21,40.18,11.19,190.4
10.21,30.78,8.73,394.12
10.23,21.58,16.24,380.25
10.24,45.33,8.9,182.07
10.25,57.2,2.98,119.78
10.28,63.22,8.66,60.07
10.28,48.24,12.88,69.21
10.29,71.9,5.45,99.54
10.32,66.66,25.21,100.54
10.32,31.06,24.06,250.79
10.35,49.12,10.28,106.01
10.36,21.58,11.37,92.06
10.54,49.59,14.68,100.03
10.55,19.7,9.9,340.99
10.67,22.23,8.66,252.52
10.72,37.83,8.14,233.52
10.76,45.76,6.13,133.68
10.77,54.38,16.58,149.46
10.81,40.05,8.64,181.14
10.82,36.6,7.99,106.1
10.83,20.87,6.84,217.24
10.85,57.58,8.74,137.37
10.89,9.44,7.99,927.55
10.96,75.94,5,53.52
10.97,59.83,12.73,94.57
10.98,61.35,6.09,79.58
11.07,86.85,2.16,96.86
11.11,53.46,14.25,160.71
11.28,41.69,17.64,166.76
11.35,43.66,7.94,225.7
11.49,33.95,31.28,188.9
11.53,42.95,6.93,142.89
11.62,27.18,16.61,304.78
11.68,40.56,15.03,308.09
11.74,28.77,19.11,242.49
11.77,25.08,18.23,248.19
11.84,49.33,14.22,194.72
12.01,25.14,15.59,199.77
12.1,65.09,8.95,141.04
12.17,72.25,8.63,41.66
12.33,20.66,13.13,325.14
12.34,34.84,21.9,217.67
12.37,51.03,10.14,54.49
12.41,12.76,8.36,394.88
12.51,81.31,8.38,91.43
12.55,57.68,15.94,8.09
12.6,13.93,18.27,468.08
12.65,58.44,10.7,44.75
12.65,29.32,17.49,190.59
12.74,42.89,20.06,84.74
12.81,71.37,6.98,69.17
12.86,46.97,8.65,138.26
12.88,39.29,8.32,121.93
12.95,52.3,8.39,8.72
12.98,23.7,12.36,302.03
13.03,42.18,10.68,172.02
13.07,13.87,14.05,485.36
13.29,14.78,8.77,468.21
13.33,38.39,3.5,128.15
13.39,66.25,22.6,116.09
13.41,61.35,10.52,73.05
13.52,28.43,8.68,180.51
13.54,27.57,26.55,297.69
13.61,53,13.16,170.04
13.71,54.41,9.27,87.92
13.81,26.02,12.74,255.9
13.86,72.28,6.95,94.22
13.92,38.74,11.88,127.09
14.11,63.93,8.24,98.52
14.28,45.56,10.32,126.64
14.29,45.17,7.04,100.43
14.32,24.32,19.79,319.9
14.37,55.02,4.47,154.94
14.64,38.5,12.26,172.85
14.66,40.37,23.35,209.26
14.78,43.47,19.63,218.21
14.95,53.85,13.2,87.5
15.03,52.57,10.69,121.1
15.1,64.06,13.3,64.39
15.15,82.69,2.67,111.33
15.21,59.65,17.6,94.72
15.36,51.5,9.24,107.04
15.5,25.47,13.3,254.87
15.58,38.48,9.6,182.25
15.6,25.53,13.48,184.73
15.64,67.05,23.02,88.89
15.72,47.46,13.64,181.19
15.99,55.48,17.42,123.99
16.35,49.82,10.69,116.98
16.36,47.9,10.54,164.15
16.5,35.97,16.28,55.28
16.58,42.99,11.94,124.65
16.59,22.13,14.57,246.61
16.7,35.67,4.85,196.13
16.79,69.97,8.88,88.63
16.88,59.63,6.54,72.12
16.99,63.64,8.56,49.22
17.08,68.24,16.98,22.55
17.33,19.94,20.92,329.05
17.57,57.43,12.9,97.23
17.85,54.98,8.98,123.18
17.91,33.93,89.22,254.51
18.11,47.33,29.11,194.86
18.18,37.85,11.03,165.02
18.24,19.45,15.71,242.2
18.48,34.13,5.54,115.97
18.73,25.09,18.63,274.47
18.87,19.36,15.93,127.95
19.01,60.82,4.76,74.98
19.02,42.49,6.77,122.95
19.17,27.03,18.37,234.46
19.76,39.03,13.91,107.01
19.76,18.73,38.26,424.81
20.14,38.53,-0.24,157.09
20.22,54.06,14.81,100.49
20.48,40.1,10.21,324.85
21.05,71.99,9.54,78.76
21.22,25.35,16.77,265.99
21.44,46.05,8.65,86.29
21.56,51.7,10.12,108.09
21.66,57.95,6.8,90.08
22.17,42.44,7.99,124.21
22.83,27.99,14.2,214.71
23.04,30.17,9.69,121.55
23.66,46.6,20.5,144.13
24.1,59.1,15.4,79.04
24.41,75.44,10.07,46.07
24.82,73.25,11.79,51.24
25.73,16.12,8.74,281.19
26.18,54.06,16.55,108.71
26.66,15.63,19.23,399.14
27.25,49.59,6.94,147
28.38,20.14,13.58,696.78
30.2,53.03,12.99,91.04
30.67,47.7,8.35,133.01
31.72,36.44,17.37,359.59
32.19,9.53,22.7,191.84
32.34,37.04,15.79,206.84
34.83,26.62,11.28,134.91
38.32,35.64,23.57,277.12
40.44,37.69,46.42,405.22
41.03,79.33,6.42,93.9
41.52,43.36,22.52,146.8
41.8,58.77,5.6,87.46
45.41,64.84,10.77,48.86
45.47,44.44,12.65,117.79
45.61,25.86,42.2,303.58
48.51,41.07,13.51,104.02
50.65,22.58,15.17,340.08
62.52,13.97,58.42,535.61
68.88,52.46,13.69,133.03
134.13,15.18,10.56,433.16
